#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
798	KAI7838757.1	3076.A0A2P6TUJ2	98.4	1033.5	C2E21_3730	Catalase; Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide.
799	KAI7839727.1	3076.A0A2P6TX53	78.8	788.9	C2E21_3165	Blue-light photoreceptor.
800	KAI7843652.1	3076.A0A2P6TUK0	77.0	809.3	C2E21_3393	Sulfite mitochondrial.
801	KAI7843054.1	3076.A0A2P6U2C5	92.6	981.5	C2E21_1048	Aldehyde dehydrogenase; Belongs to the aldehyde dehydrogenase family.
802	KAI7842573.1	3076.A0A2P6TKN3	98.3	696.4	C2E21_6233	Fructose-1,6-chloroplastic; Belongs to the FBPase class 1 family.
803	KAI7836621.1	3076.A0A2P6U011	80.7	2810.8	C2E21_1778	Nitrilase 2 isoform B.
804	KAI7845327.1	3076.A0A2P6TMJ4	75.4	1132.9	C2E21_5915	Phosphatidylserine decarboxylase proenzyme 2-like isoform X1.
805	KAI7836622.1	3076.A0A2P6U011	78.8	965.3	C2E21_1778	Nitrilase 2 isoform B.
806	KAI7845646.1	3076.A0A2P6TJI5	94.1	407.1	C2E21_6783	Octanoyltransferase.
807	KAI7844144.1	3076.A0A2P6TS75	80.7	1563.9	C2E21_3947	Phosphoglucomutase PGM3 isoform A; Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB/NOP family.
808	KAI7838596.1	3076.A0A2P6TJ33	73.3	1697.6	C2E21_7135	Phosphatase 2C 22.
809	KAI7843182.1	3076.A0A2P6TGX0	81.3	1070.8	C2E21_7573	Transcription factor 25.
810	KAI7840199.1	3076.A0A2P6U0F1	89.2	980.7	C2E21_1418	Alpha-1,3-mannosyl-glyco 2-beta-N-acetylglucosaminyltransferase.
811	KAI7840588.1	3076.A0A2P6TEM0	83.8	1090.9	C2E21_8429	Glycerophosphodiesterase GDE1 isoform B.
812	KAI7835730.1	3076.A0A2P6TI59	86.1	2301.6	C2E21_7486	Carbamoyl-phosphate synthase large chloroplastic.
813	KAI7841707.1	3076.A0A2P6TRV3	80.8	1192.2	C2E21_4416	Putative ubiquitin-conjugating enzyme E2.
814	KAI7845366.1	3076.A0A2P6TEN0	78.2	1445.6	C2E21_8517	Arabinanase levansucrase invertase.
815	KAI7840794.1	3076.A0A2P6TTU9	88.2	466.1	C2E21_4020	NADH-cytochrome b5 reductase.
816	KAI7836525.1	3076.A0A2P6TF77	76.2	1097.4	C2E21_8343	Cytochrome p450 isoform B.
817	KAI7841363.1	3076.A0A2P6U0B8	83.6	1161.4	C2E21_1666	Cytochrome P450.
818	KAI7840346.1	3076.A0A2P6TBT0	86.3	852.0	C2E21_9281	Putative arginine N-methyltransferase 3; Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N-methyltransferase family.
819	KAI7841497.1	3076.A0A2P6TB37	82.9	922.2	C2E21_9560	Purple acid phosphatase; Belongs to the metallophosphoesterase superfamily. Purple acid phosphatase family.
820	KAI7844766.1	3076.A0A2P6TNR0	93.6	1072.8	C2E21_5399	Triacylglycerol lipase SDP1.
821	KAI7837089.1	3076.A0A2P6TI85	85.6	1295.0	C2E21_7343	Cysteinyl-tRNA synthetase isoform B.
822	KAI7845514.1	3076.A0A2P6TBB7	93.5	590.5	C2E21_9503	U4 U6 small nuclear ribonucleo PRP4.
823	KAI7836929.1	3076.A0A2P6U2Y4	95.5	768.1	C2E21_1132	S-(hydroxymethyl)glutathione dehydrogenase; Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily.
824	KAI7842014.1	3076.A0A2P6U315	89.6	498.4	C2E21_0944	Steroid 5-alpha-reductase DET2; Involved in a reduction step in the biosynthesis of the plant steroid, brassinolide.
825	KAI7838168.1	3076.A0A2P6TSY8	91.3	1224.9	C2E21_4064	Lipoyl synthase, mitochondrial; Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives.
826	KAI7844226.1	3076.A0A2P6TZ91	99.4	624.8	C2E21_2342	6-phosphogluconate dehydrogenase, decarboxylating; Belongs to the 6-phosphogluconate dehydrogenase family.
827	KAI7839093.1	3076.A0A2P6TD11	91.0	2248.8	C2E21_8932	Pyruvate carboxylase isoform B.
828	KAI7837420.1	3076.A0A2P6TB33	98.1	325.1	C2E21_9551	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides; Belongs to the cyclophilin-type PPIase family.
829	KAI7837908.1	3076.A0A2P6U4S6	97.0	185.7	C2E21_0167	Photosystem I reaction center subunit IV.
830	KAI7838948.1	3076.A0A2P6TQI2	99.0	593.6	C2E21_5298	Sedoheptulose-1,7-chloroplastic.
831	KAI7840511.1	3076.A0A2P6TYN3	91.3	675.2	C2E21_2565	Fructose-bisphosphate aldolase; Belongs to the class I fructose-bisphosphate aldolase family.
832	KAI7836146.1	3076.A0A2P6TI73	91.6	836.6	C2E21_7466	Folylpolyglutamate synthase; Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis; Belongs to the folylpolyglutamate synthase family.
833	KAI7841107.1	3076.A0A2P6TX31	91.5	731.5	C2E21_2753	Cystathionine gamma-synthase.
834	KAI7842323.1	3076.A0A2P6TYJ8	85.1	1773.4	C2E21_2124	ABC transporter A family member 2.
835	KAI7842723.1	3076.A0A2P6U1R9	96.6	689.1	C2E21_0989	Farnesyl diphosphate synthase.
836	KAI7844975.1	3076.A0A2P6TQS6	93.8	2413.3	C2E21_4748	Ubiquitin-ligase E3 A.
837	KAI7842916.1	3076.A0A2P6U0D8	95.7	632.5	C2E21_1895	Protease Do-like chloroplastic isoform X1.
838	KAI7842469.1	3076.A0A2P6TN36	89.0	1147.1	C2E21_5496	Long chain acyl-synthetase 4.
839	KAI7837953.1	3076.A0A2P6TKZ5	88.3	711.8	C2E21_6319	Cysteine desulfurase.
840	KAI7844352.1	3076.A0A2P6TZ14	92.7	255.8	C2E21_2228	POC1 centriolar-like protein A-like isoform X1.
841	KAI7844607.1	3076.A0A2P6TBP4	84.6	915.2	GATB	Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial; Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in chloroplasts and mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln). Belongs to the GatB/GatE family. GatB subfamily.
842	KAI7836103.1	3076.A0A2P6TX13	98.2	357.1	C2E21_2862	Ubiquitin-fold modifier-conjugating enzyme 1; E2-like enzyme which forms an intermediate with UFM1 via a thioester linkage.
843	KAI7841295.1	3076.A0A2P6TYI9	91.2	762.7	C2E21_2358	ATP-citrate lyase A-1.
844	KAI7837479.1	3076.A0A2P6TP43	92.2	728.8	C2E21_5589	ATP-dependent zinc metalloprotease FTSH chloroplastic isoform B.
845	KAI7845588.1	3076.A0A2P6TWR7	90.5	2622.0	C2E21_2821	DNA (cytosine-5)-methyltransferase; Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family.
846	KAI7840878.1	3076.A0A2P6TZH8	95.5	527.3	C2E21_1806	Hydroxyacylglutathione hydrolase.
847	KAI7838580.1	3076.A0A2P6TNR3	56.7	497.3	C2E21_5556	Serine threonine-kinase CTR1.
848	KAI7843038.1	3076.A0A2P6TH57	93.9	1081.6	C2E21_7565	Anthranilate synthase alpha subunit chloroplastic-like.
849	KAI7839423.1	3076.A0A2P6TTJ8	94.8	941.4	C2E21_4370	5-oxoprolinase.
850	KAI7843456.1	3076.A0A2P6THR9	91.2	1133.2	C2E21_7207	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme isoform B.
851	KAI7839389.1	3076.A0A2P6TTW4	76.6	446.8	C2E21_4335	Oxygen-evolving enhancer chloroplastic.
852	KAI7838600.1	3076.A0A2P6TJ12	60.4	619.0	C2E21_7132	tRNA pseudouridine synthase Pus10.
853	KAI7837048.1	3076.A0A2P6U3E9	96.4	580.5	C2E21_1316	2-isopropylmalate synthase.
854	KAI7845099.1	3076.A0A2P6TLE4	62.2	1503.4	C2E21_6438	Purple acid phosphatase.
855	KAI7835631.1	3076.A0A2P6TL15	97.8	546.6	C2E21_6204	Bifunctional dihydrofolate reductase-thymidylate synthase; Bifunctional enzyme. Involved in de novo dTMP biosynthesis. Key enzyme in folate metabolism; In the C-terminal section; belongs to the thymidylate synthase family.
856	KAI7836039.1	3076.A0A2P6TEG9	78.1	847.8	C2E21_8387	Putative apyrase 7; Belongs to the GDA1/CD39 NTPase family.
857	KAI7844815.1	3076.A0A2P6TKF7	89.5	643.3	C2E21_6767	Protease Do-like chloroplastic.
858	KAI7845742.1	3076.A0A2P6TCY4	87.1	702.6	C2E21_9016	Putative methyltransferase chloroplastic.
859	KAI7843663.1	3076.A0A2P6TUD6	75.7	469.9	C2E21_3400	3-ketoacyl-thiolase peroxisomal.
860	KAI7836785.1	3076.A0A2P6TDG0	91.1	1914.0	C2E21_8876	Ubiquitin-activating enzyme E1 2 isoform B; Belongs to the ubiquitin-activating E1 family.
861	KAI7839446.1	3076.A0A2P6TNV6	62.0	276.2	C2E21_5344	Carbonic anhydrase.
862	KAI7846232.1	3076.A0A2P6TVG9	84.4	632.1	C2E21_3573	Ribonucleoside-diphosphate reductase small chain isoform B.
863	KAI7841046.1	3076.A0A2P6TMI4	96.9	995.3	C2E21_6100	Threonine dehydratase.
864	KAI7843050.1	3076.A0A2P6U4J7	46.8	295.4	C2E21_0678	Serine threonine-kinase CTR1.
865	KAI7836613.1	3076.A0A2P6U193	80.8	777.3	C2E21_1787	Cysteine desulfurase.
866	KAI7841585.1	3076.A0A2P6TW76	76.0	835.9	C2E21_2964	Acetyltransferase component of pyruvate dehydrogenase complex; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2).
867	KAI7841014.1	3076.A0A2P6U3Z0	87.1	851.7	C2E21_0259	SUMO-activating enzyme subunit; Belongs to the ubiquitin-activating E1 family.
868	KAI7841263.1	3076.A0A2P6U1E3	59.5	320.9	C2E21_1854	Acetyl-synthetase.
869	KAI7841183.1	3076.A0A2P6TG08	92.1	433.3	C2E21_7959	Thiosulfate 3-mercaptopyruvate sulfurtransferase mitochondrial isoform X2.
870	KAI7838071.1	3076.A0A2P6TDS2	87.0	712.6	C2E21_8661	Embryogenesis-associated EMB8.
871	KAI7845595.1	3076.A0A2P6TW01	89.9	771.2	C2E21_2816	Cysteine synthase 2.
872	KAI7839810.1	3076.A0A2P6TGG7	91.6	1073.5	C2E21_7947	ABC transporter F family member 5.
873	KAI7840281.1	3076.A0A2P6TZU5	97.9	463.4	C2E21_1499	Adenylate kinase; Belongs to the adenylate kinase family.
874	KAI7840070.1	3076.A0A2P6TWV1	87.5	881.7	C2E21_2729	Protein disulfide-isomerase.
875	KAI7845353.1	3076.A0A2P6TEN8	90.9	575.1	C2E21_8528	Malate dehydrogenase.
876	KAI7837049.1	3076.A0A2P6U3E9	85.7	491.5	C2E21_1316	2-isopropylmalate synthase.
877	KAI7840998.1	3076.A0A2P6U3S8	96.8	1412.9	C2E21_0242	Threonyl-tRNA synthetase.
878	KAI7840638.1	3076.A0A2P6TKW1	55.7	818.9	C2E21_6368	Cysteine synthase; Belongs to the cysteine synthase/cystathionine beta- synthase family.
879	KAI7836378.1	3076.A0A2P6TZ96	88.8	766.5	C2E21_2627	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial; Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit.
880	KAI7841430.1	3076.A0A2P6TBB8	94.0	1361.3	C2E21_9460	STT3 subunit of Oligosaccharyl transferase.
881	KAI7835491.1	3076.A0A2P6TNL0	69.5	951.0	C2E21_5529	Serine threonine-kinase.
882	KAI7837710.1	3076.A0A2P6TMW8	66.5	215.3	C2E21_5743	Aldehyde oxidoreductase isoform A.
883	KAI7846350.1	3076.A0A2P6U3S7	98.2	337.8	C2E21_0203	Ubiquitin-conjugating enzyme E2 7; Belongs to the ubiquitin-conjugating enzyme family.
884	KAI7837386.1	3076.A0A2P6TB56	97.1	916.4	C2E21_9520	Signal recognition particle 54 kDa protein; Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein). Belongs to the GTP-binding SRP family. SRP54 subfamily.
885	KAI7846180.1	3076.A0A2P6U4N8	98.0	704.5	C2E21_0056	Pyruvate dehydrogenase E1 component subunit alpha; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2).
886	KAI7837256.1	3076.A0A2P6TYH1	95.3	677.2	C2E21_2027	Glycerol-3-phosphate dehydrogenase [NAD(+)].
887	KAI7844367.1	3076.A0A2P6TY36	97.3	289.3	C2E21_2213	Nucleoside diphosphate kinase.
888	KAI7840219.1	3076.A0A2P6TZN3	100.0	174.9	C2E21_1440	Ubiquitin-conjugating enzyme E2 36; Belongs to the ubiquitin-conjugating enzyme family.
889	KAI7845407.1	3076.A0A2P6TEM1	67.0	1743.0	C2E21_8490	Putative polyamine oxidase 4.
890	KAI7835975.1	3076.A0A2P6TK21	94.3	383.3	C2E21_6585	NEDD8-conjugating enzyme Ubc12-like.
891	KAI7838261.1	3076.A0A2P6TFH0	88.3	689.5	C2E21_8025	Queuine tRNA-ribosyltransferase accessory subunit 2; Non-catalytic subunit of the queuine tRNA-ribosyltransferase (TGT) that catalyzes the base-exchange of a guanine (G) residue with queuine (Q) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine); Belongs to the queuine tRNA-ribosyltransferase family. QTRT2 subfamily.
892	KAI7841623.1	3076.A0A2P6TWE7	98.0	825.9	C2E21_2991	Aspartate aminotransferase.
893	KAI7841105.1	3076.A0A2P6TVY8	62.6	865.1	C2E21_2761	3-oxoacyl-ACP reductase.
894	KAI7840714.1	3076.A0A2P6TWI5	86.5	477.6	C2E21_3269	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides; Belongs to the cyclophilin-type PPIase family.
895	KAI7842466.1	3076.A0A2P6TP65	87.7	1449.9	C2E21_5500	Bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like; Belongs to the CRISP family.
896	KAI7844259.1	3076.A0A2P6TXK7	86.5	1711.4	C2E21_2317	NAD(P) mitochondrial isoform B.
897	KAI7845616.1	3076.A0A2P6TVY5	88.5	662.1	C2E21_2798	Ferredoxin-NADP+ reductase.
898	KAI7842375.1	3076.A0A2P6TYS6	88.6	1308.9	C2E21_2074	NADH:ubiquinone oxidoreductase 76 kDa subunit; Belongs to the complex I 75 kDa subunit family.
899	KAI7842722.1	3076.A0A2P6U3D8	91.4	356.7	C2E21_0988	Peptide-methionine (R)-S-oxide reductase; Catalyzes the reduction of methionine sulfoxide (MetSO) to methionine in proteins. Plays a protective role against oxidative stress by restoring activity to proteins that have been inactivated by methionine oxidation. MSRB family specifically reduces the MetSO R- enantiomer.
900	KAI7842857.1	3076.A0A2P6THB9	90.3	1126.3	C2E21_7652	2,3-bisphosphoglycerate-independent phosphoglycerate mutase isoform D.
901	KAI7837215.1	3076.A0A2P6TGC6	90.2	226.5	C2E21_7809	D-lactate dehydrogenase; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.
902	KAI7842938.1	3076.A0A2P6TR73	78.5	1605.1	C2E21_4564	Serine threonine-kinase CTR1.
903	KAI7836807.1	3076.A0A2P6TKD0	96.5	1208.0	C2E21_6572	ATP-citrate synthase beta chain 1-like.
904	KAI7835366.1	3076.A0A2P6TLF9	89.8	893.6	C2E21_6198	Tyrosine decarboxylase 1-like.
905	KAI7843062.1	3076.A0A2P6U2U4	93.5	1411.0	C2E21_1052	Starch branching enzyme I.
906	KAI7843445.1	3076.A0A2P6TI31	89.9	804.3	C2E21_7221	Phosphatidate cytidylyltransferase; Belongs to the CDS family.
907	KAI7844624.1	3076.A0A2P6U0N3	92.0	1351.3	C2E21_1911	Pyruvate kinase; Belongs to the pyruvate kinase family.
908	KAI7840931.1	3076.A0A2P6TKL5	64.0	910.6	C2E21_6288	Nitrate reductase.
909	KAI7846334.1	3076.A0A2P6U4F7	95.1	1793.1	C2E21_0194	Phosphoenolpyruvate carboxylase.
910	KAI7839918.1	3076.A0A2P6TC06	87.6	1152.1	C2E21_9233	Lysine-specific histone demethylase 1-like protein 1.
911	KAI7845669.1	3076.A0A2P6U2K8	33.7	75.5	C2E21_1100	Ankyrin repeat isoform C.
912	KAI7843294.1	3076.A0A2P6U2M8	92.0	1032.3	C2E21_0703	Malate synthase; Belongs to the malate synthase family.
913	KAI7835509.1	3076.A0A2P6TLM6	89.6	671.8	C2E21_6213	Diacylglycerol acyltransferase.
914	KAI7840636.1	3076.A0A2P6TNF1	96.5	671.8	C2E21_5690	Ferredoxin-NADP+ reductase.
915	KAI7840796.1	3076.A0A2P6TS64	80.1	997.3	C2E21_4022	Serine threonine dehydratase.
916	KAI7835816.1	3076.A0A2P6U3A6	98.6	988.4	C2E21_1155	Aspartyl-tRNA synthetase.
917	KAI7843560.1	3076.A0A2P6TFC3	92.0	684.1	C2E21_8229	Heme peroxidase-related.
918	KAI7842067.1	3076.A0A2P6TLZ8	98.7	744.6	C2E21_6009	Uroporphyrinogen decarboxylase; Belongs to the uroporphyrinogen decarboxylase family.
919	KAI7839096.1	3076.A0A2P6TD62	71.6	1312.7	C2E21_8935	E3 ubiquitin-ligase HUWE1.
920	KAI7841206.1	3076.A0A2P6TFX0	94.5	885.2	C2E21_7982	Tryptophan synthase.
921	KAI7843215.1	3076.A0A2P6THR7	91.7	1053.9	C2E21_7298	AMP-binding isoform B.
922	KAI7835543.1	3076.A0A2P6TQT8	85.1	424.5	C2E21_4575	Tryptophan synthase alpha chain; Belongs to the TrpA family.
923	KAI7845382.1	3076.A0A2P6TEL0	97.8	872.1	C2E21_8506	Putative methionine--tRNA ligase; Belongs to the class-I aminoacyl-tRNA synthetase family.
924	KAI7840830.1	3076.A0A2P6TLD7	89.1	815.8	C2E21_6459	Serine carboxypeptidase-like 25.
925	KAI7843783.1	3076.A0A2P6TPW4	83.1	804.3	C2E21_4886	RNA-splicing ligase RtcB homolog; Catalytic subunit of the tRNA-splicing ligase complex that acts by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'-phosphodiester. May act as an RNA ligase with broad substrate specificity, and may function toward other RNAs; Belongs to the RtcB family.
926	KAI7840750.1	3076.A0A2P6TDN6	95.6	1321.6	C2E21_8779	Cullin-4; Belongs to the cullin family.
927	KAI7841580.1	3076.A0A2P6TWN7	86.1	1076.6	C2E21_2958	Ribokinase; Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5-phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway.
928	KAI7844301.1	3076.A0A2P6TZ52	85.0	697.2	C2E21_2275	tRNA modification GTPase mitochondrial.
929	KAI7836329.1	3076.A0A2P6TUD3	87.5	625.5	C2E21_3754	Serine threonine-kinase CTR1.
929	KAI7836329.1	3076.A0A2P6TUD3	60.0	140.6	C2E21_3754	Serine threonine-kinase CTR1.
930	KAI7836408.1	3076.A0A2P6TQ05	83.4	255.0	C2E21_4960	7,8-dihydroneopterin aldolase; Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin.
931	KAI7840054.1	3076.A0A2P6TW09	84.7	254.2	C2E21_2738	Nucleoside diphosphate kinase.
932	KAI7843877.1	3076.A0A2P6TPT7	81.0	935.6	C2E21_5239	Phosphofructokinase family isoform A.
933	KAI7840088.1	3076.A0A2P6TVY0	95.2	610.5	C2E21_2710	2-oxoisovalerate dehydrogenase subunit beta mitochondrial.
934	KAI7836640.1	3076.A0A2P6U1C8	94.5	830.1	C2E21_1765	3-oxoacyl-[acyl-carrier] mitochondrial; Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.
935	KAI7836675.1	3076.A0A2P6TKK3	96.3	583.2	C2E21_6737	Pyruvate dehydrogenase E1 component subunit beta; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO2.
936	KAI7842609.1	3076.A0A2P6TT82	88.8	861.3	C2E21_4232	Phosphofructokinase family.
937	KAI7842956.1	3076.A0A2P6TJX4	76.3	772.7	C2E21_6627	Pyruvate decarboxylase 4.
938	KAI7837558.1	3076.A0A2P6U1R2	93.8	1152.5	C2E21_0915	LUTEIN DEFICIENT chloroplastic.
939	KAI7845264.1	3076.A0A2P6TQY6	87.1	526.2	C2E21_4589	Aldo-keto reductase family 4 member C9-like.
940	KAI7836923.1	3076.A0A2P6U3D0	85.3	533.5	C2E21_1127	Pyridoxine biosynthesis isoform B; Belongs to the PdxS/SNZ family.
941	KAI7839689.1	3076.A0A2P6TYT7	90.3	903.3	C2E21_2662	ATP synthase subunit beta; Produces ATP from ADP in the presence of a proton gradient across the membrane.
942	KAI7840682.1	3076.A0A2P6TR41	90.5	1083.6	C2E21_4619	ABC transporter F family member 4 isoform B.
943	KAI7840866.1	3076.A0A2P6U0P3	83.0	421.8	C2E21_1797	Disulfide isomerase; Belongs to the protein disulfide isomerase family.
944	KAI7841412.1	3076.A0A2P6TB88	99.7	762.3	C2E21_9476	Tyrosine-kinase isoform SRK1.
945	KAI7843213.1	3076.A0A2P6THJ8	93.6	774.2	C2E21_7296	Mitochondrial.
946	KAI7843965.1	3076.A0A2P6TPK8	85.2	971.8	C2E21_5165	P-loop containing nucleoside triphosphate hydrolase.
947	KAI7839958.1	3076.A0A2P6TCC8	93.6	725.7	C2E21_9193	Uncharacterized protein.
948	KAI7839808.1	3076.A0A2P6TGA1	85.6	983.4	C2E21_7943	Phosphate transporter; Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport. Belongs to the inorganic phosphate transporter (PiT) (TC 2.A.20) family.
949	KAI7840151.1	3076.A0A2P6U016	92.8	968.4	C2E21_1380	UDP-N-acetylglucosamine diphosphorylase 2-like isoform A.
951	KAI7839456.1	3076.A0A2P6TTL6	92.8	682.6	C2E21_4393	Phosphatidylinositol:ceramide inositolphosphotransferase 1 isoform B.
952	KAI7843997.1	3076.A0A2P6TPG3	82.2	1109.7	C2E21_5151	Kinase.
953	KAI7843551.1	3076.A0A2P6TFA3	91.9	379.8	C2E21_8237	3-oxoacyl-[acyl-carrier] reductase.
954	KAI7843720.1	3076.A0A2P6TUS4	80.5	1212.6	C2E21_3450	Putative prolyl 4-hydroxylase 9.
955	KAI7842590.1	3076.A0A2P6TT80	96.7	1006.5	C2E21_4212	Methionyl-tRNA synthetase; Belongs to the class-I aminoacyl-tRNA synthetase family.
956	KAI7840705.1	3076.A0A2P6TQZ6	89.0	2794.2	C2E21_4639	Uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.
957	KAI7838007.1	3076.A0A2P6U3J1	87.2	1797.3	C2E21_0638	Heavy metal P-type ATPase.
958	KAI7840984.1	3076.A0A2P6U3I9	74.9	1660.6	C2E21_0234	Serine threonine-kinase CTR1; Belongs to the peptidase S1 family.
959	KAI7845195.1	3076.A0A2P6TBP9	93.2	567.8	C2E21_9343	Malate glyoxysomal-like.
960	KAI7842369.1	3076.A0A2P6TYY6	95.4	761.1	C2E21_2077	Acyl-[acyl-carrier] desaturase chloroplastic.
961	KAI7846010.1	3076.A0A2P6TNU1	92.6	632.1	C2E21_5347	Protein-serine/threonine kinase.
962	KAI7839387.1	3076.A0A2P6TZ49	98.5	777.3	C2E21_2468	Citrate synthase.
963	KAI7842176.1	3076.A0A2P6TXK2	91.8	432.2	C2E21_2487	Dehydroascorbate reductase; Belongs to the GST superfamily.
964	KAI7843895.1	3076.A0A2P6TQN3	96.4	788.5	C2E21_5223	Queuine tRNA-ribosyltransferase; Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, - Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form t [...] 
965	KAI7839213.1	3076.A0A2P6TGY4	90.2	653.7	C2E21_7710	Fructose-1,6-cytosolic; Belongs to the FBPase class 1 family.
966	KAI7836413.1	3076.A0A2P6TQK3	92.0	740.0	C2E21_4957	Putative rRNA methyltransferase; Probable methyltransferase involved in the maturation of rRNA and in the biogenesis of ribosomal subunits.
967	KAI7844238.1	3076.A0A2P6TYX4	92.8	857.1	C2E21_2331	Chloroplast lycopene beta cyclase.
968	KAI7836713.1	3076.A0A2P6TVV4	94.7	884.8	C2E21_3053	Jumonji domain-containing.
969	KAI7840908.1	3076.A0A2P6U0F4	89.5	536.2	C2E21_1829	Alkene reductase.
970	KAI7841900.1	3076.A0A2P6TZW2	96.9	1101.7	C2E21_1600	Phosphoglucomutase.
971	KAI7846066.1	3076.A0A2P6TTI8	94.5	776.2	C2E21_3824	Glycosyltransferase LARGE2.
972	KAI7839611.1	3076.A0A2P6TJL1	91.4	634.4	C2E21_6667	3-phosphoshikimate 1-carboxyvinyltransferase; Belongs to the EPSP synthase family.
973	KAI7838626.1	3076.A0A2P6TR29	83.1	1617.4	C2E21_4650	Triacylglycerol lipase SDP1.
974	KAI7838923.1	3076.A0A2P6TFC5	76.5	3154.4	C2E21_8307	Serine threonine-kinase CTR1.
975	KAI7838815.1	3076.A0A2P6U5P9	91.2	969.1	C2E21_0109	Endoplasmic reticulum oxidoreductin 1.
976	KAI7836054.1	3076.A0A2P6TST0	97.0	796.6	C2E21_4291	Lysine--tRNA ligase.
977	KAI7841322.1	3076.A0A2P6TYJ6	95.3	660.6	C2E21_2380	NADPH-dependent thioredoxin reductase A.
978	KAI7835549.1	3076.A0A2P6TMZ0	84.1	1714.9	C2E21_6033	Alpha-glucosidase isoform B.
979	KAI7837385.1	3076.A0A2P6TB25	83.0	916.8	C2E21_9519	Phospholipid glycerol acyltransferase family.
980	KAI7838303.1	3076.A0A2P6TKU7	96.7	1095.9	C2E21_6363	GMP synthase [glutamine-hydrolyzing].
981	KAI7846431.1	3076.A0A2P6TNW7	89.4	891.0	C2E21_5443	Protoporphyrinogen oxidase chloroplastic.
982	KAI7839448.1	3076.A0A2P6TST6	88.6	1548.1	C2E21_4390	Putative alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7; Belongs to the Orn/Lys/Arg decarboxylase class-II family.
983	KAI7837698.1	3076.A0A2P6TMA3	91.4	488.4	C2E21_5736	Beta-carotene hydroxylase; Belongs to the sterol desaturase family.
984	KAI7843901.1	3076.A0A2P6TQN7	86.4	1135.2	C2E21_5217	Aspartate aminotransferase.
